Retailer,Retailer ID,Invoice Date,Region,State,City,Beverage Brand,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
Walmart,1001,2024-03-26,Southeast,Tennessee,Nashville,Coca-Cola,Coca-Cola 2L,1.68,223,374.64,113.82,30.38
Costco,1004,2024-03-26,West,California,Los Angeles,Fanta,Fanta Orange 1.5L,2.16,236,509.76,176.68,34.66
CVS,1005,2024-03-26,Midwest,Ohio,Columbus,Diet Coke,Diet Coke 1.5L,1.51,293,442.43,109.86,24.83
Costco,1004,2024-03-26,Southeast,North Carolina,Charlotte,Sprite,Sprite 1.5L,1.86,325,604.5,214.42,35.47
CVS,1005,2024-03-26,Southeast,Tennessee,Nashville,Coca-Cola,Coca-Cola 1.5L,3.3,170,561.0,125.27,22.33
Walgreens,1006,2024-03-26,West,California,Los Angeles,Coca-Cola,Coca-Cola 1.5L,1.96,140,274.4,75.51,27.52
CVS,1005,2024-03-27,Northeast,Pennsylvania,Philadelphia,Diet Coke,Diet Coke 33cl,2.3,362,832.6,201.07,24.15
Walgreens,1006,2024-03-27,Southeast,North Carolina,Charlotte,Dasani Water,Dasani 1L,1.89,191,360.99,98.59,27.31
Target,1002,2024-03-27,South,Texas,Houston,Diet Coke,Diet Coke 33cl,3.26,407,1326.82,399.11,30.08
Walmart,1001,2024-03-27,South,Georgia,Atlanta,Coca-Cola Zero Sugar,Coke Zero 33cl,1.42,480,681.6,235.15,34.5
Walgreens,1006,2024-03-27,Midwest,Illinois,Chicago,Powerade,Powerade Blue 50cl,1.61,170,273.7,112.74,41.19
Kroger,1003,2024-03-27,West,Arizona,Phoenix,Dasani Water,Dasani 50cl,1.12,217,243.04,80.15,32.98
Costco,1004,2024-03-27,Midwest,Michigan,Detroit,Fanta,Fanta Orange 1.5L,1.93,494,953.42,193.64,20.31
Target,1002,2024-03-27,Northeast,Massachusetts,Boston,Dasani Water,Dasani 1L,1.98,386,764.28,298.07,39.0
CVS,1005,2024-03-27,Midwest,Illinois,Chicago,Powerade,Powerade Red 50cl,2.1,602,1264.2,415.54,32.87
Costco,1004,2024-03-28,South,Georgia,Atlanta,Coca-Cola Zero Sugar,Coke Zero 33cl,1.49,581,865.69,179.63,20.75
Kroger,1003,2024-03-28,Northeast,Pennsylvania,Philadelphia,Coca-Cola,Coca-Cola 2L,1.24,331,410.44,132.57,32.3
Walmart,1001,2024-03-28,Southeast,North Carolina,Charlotte,Coca-Cola Zero Sugar,Coke Zero 33cl,3.41,329,1121.89,261.29,23.29
Walgreens,1006,2024-03-28,Southeast,Virginia,Richmond,Diet Coke,Diet Coke 33cl,0.85,522,443.7,161.91,36.49
CVS,1005,2024-03-28,Southeast,Virginia,Richmond,Dasani Water,Dasani 1L,3.22,543,1748.46,676.65,38.7
Costco,1004,2024-03-28,Southeast,Tennessee,Nashville,Coca-Cola,Coca-Cola Classic 33cl,1.69,488,824.72,194.06,23.53
Walmart,1001,2024-03-28,Southeast,North Carolina,Charlotte,Coca-Cola Zero Sugar,Coke Zero 33cl,2.92,494,1442.48,589.25,40.85
Walgreens,1006,2024-03-28,West,Arizona,Phoenix,Sprite,Sprite 33cl,2.11,333,702.63,224.28,31.92
Costco,1004,2024-03-29,West,Arizona,Phoenix,Dasani Water,Dasani 1L,0.93,490,455.7,176.04,38.63
CVS,1005,2024-03-29,Midwest,Illinois,Chicago,Coca-Cola Zero Sugar,Coke Zero 33cl,1.46,266,388.36,78.45,20.2
Kroger,1003,2024-03-29,Midwest,Illinois,Chicago,Dasani Water,Dasani 50cl,3.23,713,2302.99,612.6,26.6
CVS,1005,2024-03-29,West,California,Los Angeles,Fanta,Fanta Orange 33cl,2.36,71,167.56,63.69,38.01
Walgreens,1006,2024-03-29,Southeast,Tennessee,Nashville,Powerade,Powerade Red 50cl,2.96,515,1524.4,488.42,32.04
CVS,1005,2024-03-29,Midwest,Michigan,Detroit,Sprite,Sprite 33cl,2.54,400,1016.0,311.61,30.67
Costco,1004,2024-03-29,Southeast,Virginia,Richmond,Coca-Cola Zero Sugar,Coke Zero 1.5L,3.46,215,743.9,286.25,38.48
Target,1002,2024-03-29,South,Georgia,Atlanta,Coca-Cola Zero Sugar,Coke Zero 33cl,1.26,139,175.14,71.3,40.71
Walgreens,1006,2024-03-29,Southeast,North Carolina,Charlotte,Coca-Cola,Coca-Cola 2L,0.95,312,296.4,96.39,32.52
CVS,1005,2024-03-29,South,Georgia,Atlanta,Coca-Cola Zero Sugar,Coke Zero 33cl,2.87,604,1733.48,466.13,26.89
Kroger,1003,2024-03-30,Southeast,Tennessee,Nashville,Powerade,Powerade Blue 50cl,2.17,295,640.15,227.06,35.47
Kroger,1003,2024-03-30,West,Washington,Seattle,Sprite,Sprite 1.5L,1.41,452,637.32,156.91,24.62
Walgreens,1006,2024-03-30,Southeast,Tennessee,Nashville,Fanta,Fanta Orange 1.5L,1.73,114,197.22,74.12,37.58
Costco,1004,2024-03-30,Midwest,Michigan,Detroit,Powerade,Powerade Red 50cl,1.82,267,485.94,152.97,31.48
CVS,1005,2024-03-30,West,Washington,Seattle,Coca-Cola,Coca-Cola 1.5L,0.82,126,103.32,42.97,41.59
CVS,1005,2024-03-30,West,California,Los Angeles,Diet Coke,Diet Coke 1.5L,2.34,189,442.26,119.28,26.97
CVS,1005,2024-03-30,Midwest,Michigan,Detroit,Powerade,Powerade Red 50cl,1.23,59,72.57,15.47,21.32
Costco,1004,2024-03-30,Southeast,North Carolina,Charlotte,Powerade,Powerade Blue 50cl,1.66,638,1059.08,370.68,35.0
Walgreens,1006,2024-03-31,Northeast,Massachusetts,Boston,Powerade,Powerade Red 50cl,3.43,559,1917.37,490.85,25.6
Costco,1004,2024-03-31,South,Georgia,Atlanta,Coca-Cola Zero Sugar,Coke Zero 33cl,3.02,403,1217.06,393.72,32.35
Costco,1004,2024-03-31,West,Washington,Seattle,Coca-Cola Zero Sugar,Coke Zero 33cl,2.49,341,849.09,307.46,36.21
Kroger,1003,2024-03-31,South,Florida,Miami,Dasani Water,Dasani 1L,3.06,81,247.86,62.83,25.35
Walmart,1001,2024-03-31,West,California,Los Angeles,Dasani Water,Dasani 50cl,1.47,99,145.53,45.35,31.16
Costco,1004,2024-03-31,South,Georgia,Atlanta,Coca-Cola,Coca-Cola 2L,1.8,383,689.4,222.47,32.27
Kroger,1003,2024-03-31,West,California,Los Angeles,Coca-Cola Zero Sugar,Coke Zero 1.5L,2.37,133,315.21,116.69,37.02
Kroger,1003,2024-04-01,Northeast,Pennsylvania,Philadelphia,Diet Coke,Diet Coke 33cl,2.44,677,1651.88,613.18,37.12
Walgreens,1006,2024-04-01,Midwest,Ohio,Columbus,Coca-Cola Zero Sugar,Coke Zero 1.5L,1.1,425,467.5,137.07,29.32
Kroger,1003,2024-04-01,South,Georgia,Atlanta,Coca-Cola,Coca-Cola 1.5L,3.47,443,1537.21,400.14,26.03
CVS,1005,2024-04-01,South,Florida,Miami,Diet Coke,Diet Coke 1.5L,0.81,216,174.96,47.99,27.43
CVS,1005,2024-04-01,Midwest,Illinois,Chicago,Coca-Cola,Coca-Cola 2L,1.47,285,418.95,136.28,32.53
CVS,1005,2024-04-01,South,Georgia,Atlanta,Coca-Cola,Coca-Cola Classic 33cl,3.26,514,1675.64,523.13,31.22
CVS,1005,2024-04-01,Southeast,North Carolina,Charlotte,Dasani Water,Dasani 1L,2.92,212,619.04,255.73,41.31
Walgreens,1006,2024-04-02,Southeast,North Carolina,Charlotte,Sprite,Sprite 33cl,2.89,232,670.48,272.89,40.7
Walgreens,1006,2024-04-02,Midwest,Michigan,Detroit,Sprite,Sprite 33cl,2.74,251,687.74,180.88,26.3
Kroger,1003,2024-04-02,Midwest,Michigan,Detroit,Powerade,Powerade Red 50cl,2.9,213,617.7,224.16,36.29
CVS,1005,2024-04-02,Midwest,Michigan,Detroit,Coca-Cola,Coca-Cola 1.5L,2.45,466,1141.7,454.05,39.77
Kroger,1003,2024-04-02,West,Washington,Seattle,Diet Coke,Diet Coke 33cl,1.95,406,791.7,302.75,38.24
Walgreens,1006,2024-04-02,Southeast,North Carolina,Charlotte,Coca-Cola,Coca-Cola 1.5L,3.43,505,1732.15,641.76,37.05
Kroger,1003,2024-04-03,South,Georgia,Atlanta,Dasani Water,Dasani 1L,1.26,96,120.96,47.3,39.1
CVS,1005,2024-04-03,Midwest,Ohio,Columbus,Coca-Cola,Coca-Cola Classic 33cl,2.35,729,1713.15,422.29,24.65
Target,1002,2024-04-03,Northeast,Pennsylvania,Philadelphia,Powerade,Powerade Red 50cl,3.28,194,636.32,249.82,39.26
Costco,1004,2024-04-03,West,Arizona,Phoenix,Dasani Water,Dasani 50cl,2.32,196,454.72,130.0,28.59
Kroger,1003,2024-04-03,Northeast,Massachusetts,Boston,Fanta,Fanta Orange 33cl,2.62,141,369.42,96.05,26.0
CVS,1005,2024-04-03,Northeast,Pennsylvania,Philadelphia,Dasani Water,Dasani 50cl,0.98,318,311.64,92.06,29.54
Kroger,1003,2024-04-03,Northeast,Massachusetts,Boston,Dasani Water,Dasani 1L,1.86,562,1045.32,347.05,33.2
Walmart,1001,2024-04-04,Northeast,New York,New York City,Powerade,Powerade Red 50cl,3.17,316,1001.72,248.83,24.84
Target,1002,2024-04-04,Northeast,New York,New York City,Dasani Water,Dasani 50cl,3.4,94,319.6,87.92,27.51
Costco,1004,2024-04-04,Midwest,Ohio,Columbus,Fanta,Fanta Orange 33cl,2.83,719,2034.77,767.72,37.73
Target,1002,2024-04-04,Midwest,Ohio,Columbus,Coca-Cola,Coca-Cola Classic 33cl,1.5,291,436.5,102.97,23.59
Target,1002,2024-04-04,West,Arizona,Phoenix,Coca-Cola Zero Sugar,Coke Zero 1.5L,2.9,347,1006.3,252.38,25.08
Walmart,1001,2024-04-04,West,California,Los Angeles,Fanta,Fanta Orange 33cl,2.94,426,1252.44,454.13,36.26
Walmart,1001,2024-04-04,Midwest,Illinois,Chicago,Powerade,Powerade Red 50cl,2.53,620,1568.6,428.07,27.29
Target,1002,2024-04-04,Northeast,Pennsylvania,Philadelphia,Fanta,Fanta Orange 1.5L,1.1,329,361.9,95.87,26.49
Walgreens,1006,2024-04-05,Northeast,Pennsylvania,Philadelphia,Dasani Water,Dasani 50cl,1.79,436,780.44,188.94,24.21
Walmart,1001,2024-04-05,Northeast,New York,New York City,Coca-Cola Zero Sugar,Coke Zero 1.5L,0.95,635,603.25,163.3,27.07
CVS,1005,2024-04-05,Midwest,Illinois,Chicago,Fanta,Fanta Orange 33cl,0.99,403,398.97,140.68,35.26
Walmart,1001,2024-04-05,Midwest,Ohio,Columbus,Coca-Cola,Coca-Cola 1.5L,0.82,555,455.1,99.21,21.8
Walmart,1001,2024-04-05,South,Texas,Houston,Fanta,Fanta Orange 1.5L,2.92,337,984.04,240.7,24.46
Target,1002,2024-04-05,South,Georgia,Atlanta,Powerade,Powerade Red 50cl,1.04,628,653.12,272.48,41.72
Kroger,1003,2024-04-05,West,Washington,Seattle,Sprite,Sprite 33cl,3.29,511,1681.19,684.75,40.73
Kroger,1003,2024-04-05,Northeast,Massachusetts,Boston,Coca-Cola Zero Sugar,Coke Zero 1.5L,3.02,125,377.5,80.67,21.37
Costco,1004,2024-04-06,Midwest,Michigan,Detroit,Dasani Water,Dasani 1L,3.13,826,2585.38,1074.48,41.56
Costco,1004,2024-04-06,Northeast,New York,New York City,Powerade,Powerade Blue 50cl,3.33,447,1488.51,378.38,25.42
CVS,1005,2024-04-06,South,Florida,Miami,Fanta,Fanta Orange 1.5L,2.03,280,568.4,119.36,21.0
Kroger,1003,2024-04-06,Midwest,Ohio,Columbus,Dasani Water,Dasani 50cl,2.41,117,281.97,60.6,21.49
Walgreens,1006,2024-04-06,Midwest,Illinois,Chicago,Coca-Cola,Coca-Cola 1.5L,1.6,68,108.8,42.94,39.47
Walmart,1001,2024-04-06,West,Washington,Seattle,Sprite,Sprite 33cl,2.72,267,726.24,284.98,39.24
CVS,1005,2024-04-06,West,California,Los Angeles,Dasani Water,Dasani 50cl,1.54,138,212.52,63.82,30.03
Costco,1004,2024-04-06,Northeast,Pennsylvania,Philadelphia,Diet Coke,Diet Coke 33cl,3.3,460,1518.0,307.7,20.27
Kroger,1003,2024-04-07,Northeast,New York,New York City,Sprite,Sprite 1.5L,3.34,567,1893.78,526.85,27.82
CVS,1005,2024-04-07,Northeast,New York,New York City,Diet Coke,Diet Coke 1.5L,2.74,523,1433.02,519.76,36.27
Costco,1004,2024-04-07,Southeast,Tennessee,Nashville,Sprite,Sprite 1.5L,1.94,378,733.32,256.0,34.91
Walgreens,1006,2024-04-07,Midwest,Ohio,Columbus,Dasani Water,Dasani 1L,2.15,391,840.65,248.41,29.55
Costco,1004,2024-04-07,South,Texas,Houston,Coca-Cola,Coca-Cola 2L,1.37,456,624.72,171.74,27.49
Walmart,1001,2024-04-07,Northeast,Pennsylvania,Philadelphia,Powerade,Powerade Red 50cl,2.91,545,1585.95,336.06,21.19
Target,1002,2024-04-07,Northeast,New York,New York City,Dasani Water,Dasani 50cl,2.78,343,953.54,197.48,20.71
Walmart,1001,2024-04-07,Midwest,Michigan,Detroit,Coca-Cola,Coca-Cola 2L,2.36,423,998.28,361.78,36.24
Target,1002,2024-04-07,South,Georgia,Atlanta,Fanta,Fanta Orange 33cl,2.01,502,1009.02,390.39,38.69
Walmart,1001,2024-04-07,Southeast,Virginia,Richmond,Fanta,Fanta Orange 1.5L,3.27,84,274.68,93.34,33.98
Kroger,1003,2024-04-07,West,Washington,Seattle,Fanta,Fanta Orange 1.5L,1.4,653,914.2,253.87,27.77
Walgreens,1006,2024-04-07,Midwest,Illinois,Chicago,Sprite,Sprite 33cl,0.91,334,303.94,76.74,25.25
Walmart,1001,2024-04-08,Northeast,New York,New York City,Powerade,Powerade Blue 50cl,2.0,289,578.0,138.72,24.0
Costco,1004,2024-04-08,Northeast,New York,New York City,Powerade,Powerade Blue 50cl,2.46,155,381.3,96.16,25.22
Target,1002,2024-04-08,South,Georgia,Atlanta,Powerade,Powerade Blue 50cl,3.09,559,1727.31,721.84,41.79
Kroger,1003,2024-04-08,Northeast,New York,New York City,Diet Coke,Diet Coke 1.5L,3.21,171,548.91,227.47,41.44
Walgreens,1006,2024-04-08,Southeast,Virginia,Richmond,Sprite,Sprite 1.5L,2.05,495,1014.75,301.38,29.7
Target,1002,2024-04-08,Northeast,New York,New York City,Coca-Cola,Coca-Cola 1.5L,2.62,810,2122.2,789.25,37.19
Costco,1004,2024-04-08,South,Texas,Houston,Sprite,Sprite 33cl,3.32,88,292.16,65.77,22.51
Kroger,1003,2024-04-08,South,Texas,Houston,Coca-Cola Zero Sugar,Coke Zero 1.5L,2.72,168,456.96,158.2,34.62
Target,1002,2024-04-08,Northeast,Massachusetts,Boston,Sprite,Sprite 1.5L,1.9,551,1046.9,286.22,27.34
Walmart,1001,2024-04-08,South,Georgia,Atlanta,Fanta,Fanta Orange 1.5L,0.84,521,437.64,118.12,26.99
Walmart,1001,2024-04-09,Southeast,North Carolina,Charlotte,Sprite,Sprite 33cl,3.24,212,686.88,239.93,34.93
Kroger,1003,2024-04-09,Midwest,Michigan,Detroit,Coca-Cola Zero Sugar,Coke Zero 1.5L,2.36,246,580.56,168.36,29.0
Walmart,1001,2024-04-09,West,California,Los Angeles,Sprite,Sprite 33cl,1.62,259,419.58,99.86,23.8
Target,1002,2024-04-09,Northeast,Massachusetts,Boston,Fanta,Fanta Orange 33cl,1.05,529,555.45,132.47,23.85
Costco,1004,2024-04-09,West,Washington,Seattle,Sprite,Sprite 33cl,1.92,460,883.2,233.08,26.39
Kroger,1003,2024-04-09,West,Arizona,Phoenix,Powerade,Powerade Blue 50cl,0.98,658,644.84,252.91,39.22
Walgreens,1006,2024-04-09,South,Florida,Miami,Coca-Cola,Coca-Cola 1.5L,3.19,556,1773.64,449.62,25.35
Kroger,1003,2024-04-09,Northeast,New York,New York City,Sprite,Sprite 33cl,1.39,207,287.73,110.06,38.25
Costco,1004,2024-04-10,West,California,Los Angeles,Sprite,Sprite 1.5L,1.13,181,204.53,63.65,31.12
Target,1002,2024-04-10,Southeast,Tennessee,Nashville,Powerade,Powerade Blue 50cl,2.0,409,818.0,180.86,22.11
Target,1002,2024-04-10,West,California,Los Angeles,Powerade,Powerade Red 50cl,2.37,396,938.52,332.24,35.4
Costco,1004,2024-04-10,Midwest,Michigan,Detroit,Coca-Cola,Coca-Cola 1.5L,1.3,424,551.2,192.75,34.97
Costco,1004,2024-04-10,West,Washington,Seattle,Dasani Water,Dasani 1L,1.99,521,1036.79,359.35,34.66
Target,1002,2024-04-10,South,Florida,Miami,Coca-Cola Zero Sugar,Coke Zero 1.5L,3.36,356,1196.16,426.31,35.64
Kroger,1003,2024-04-11,Northeast,Pennsylvania,Philadelphia,Fanta,Fanta Orange 1.5L,2.7,127,342.9,83.98,24.49
Walgreens,1006,2024-04-11,Southeast,North Carolina,Charlotte,Dasani Water,Dasani 1L,1.38,713,983.94,275.01,27.95
Costco,1004,2024-04-11,South,Florida,Miami,Coca-Cola,Coca-Cola 1.5L,1.54,282,434.28,137.02,31.55
Walmart,1001,2024-04-11,Northeast,Pennsylvania,Philadelphia,Diet Coke,Diet Coke 33cl,1.33,511,679.63,188.6,27.75
Target,1002,2024-04-11,West,Washington,Seattle,Powerade,Powerade Blue 50cl,1.37,159,217.83,87.96,40.38
CVS,1005,2024-04-11,Northeast,New York,New York City,Coca-Cola Zero Sugar,Coke Zero 33cl,2.28,79,180.12,60.21,33.43
CVS,1005,2024-04-11,Northeast,New York,New York City,Diet Coke,Diet Coke 33cl,2.6,259,673.4,273.54,40.62
Costco,1004,2024-04-11,South,Texas,Houston,Coca-Cola,Coca-Cola Classic 33cl,2.67,819,2186.73,603.76,27.61
Walmart,1001,2024-04-12,West,California,Los Angeles,Fanta,Fanta Orange 1.5L,3.0,176,528.0,214.42,40.61
Target,1002,2024-04-12,West,California,Los Angeles,Fanta,Fanta Orange 1.5L,0.93,455,423.15,141.04,33.33
Costco,1004,2024-04-12,West,Washington,Seattle,Dasani Water,Dasani 1L,2.23,469,1045.87,391.47,37.43
Target,1002,2024-04-12,West,Washington,Seattle,Dasani Water,Dasani 50cl,2.67,800,2136.0,824.07,38.58
Walmart,1001,2024-04-12,West,California,Los Angeles,Diet Coke,Diet Coke 1.5L,2.39,307,733.73,267.96,36.52
Costco,1004,2024-04-12,South,Texas,Houston,Powerade,Powerade Red 50cl,2.6,111,288.6,118.79,41.16
Target,1002,2024-04-12,Northeast,New York,New York City,Sprite,Sprite 1.5L,3.08,362,1114.96,337.05,30.23
Kroger,1003,2024-04-12,Southeast,North Carolina,Charlotte,Fanta,Fanta Orange 33cl,3.06,532,1627.92,457.12,28.08
Kroger,1003,2024-04-13,Northeast,New York,New York City,Powerade,Powerade Red 50cl,1.07,88,94.16,37.99,40.35
Kroger,1003,2024-04-13,Northeast,Pennsylvania,Philadelphia,Diet Coke,Diet Coke 33cl,3.13,173,541.49,150.1,27.72
Walgreens,1006,2024-04-13,West,Washington,Seattle,Coca-Cola Zero Sugar,Coke Zero 1.5L,3.03,147,445.41,139.32,31.28
Walgreens,1006,2024-04-13,Midwest,Illinois,Chicago,Coca-Cola Zero Sugar,Coke Zero 33cl,3.47,281,975.07,248.35,25.47
Walgreens,1006,2024-04-13,South,Texas,Houston,Sprite,Sprite 1.5L,2.73,145,395.85,156.99,39.66
Kroger,1003,2024-04-13,Midwest,Ohio,Columbus,Coca-Cola Zero Sugar,Coke Zero 33cl,2.2,731,1608.2,473.94,29.47
Costco,1004,2024-04-13,South,Florida,Miami,Coca-Cola,Coca-Cola Classic 33cl,3.32,69,229.08,74.13,32.36
Costco,1004,2024-04-13,Southeast,North Carolina,Charlotte,Coca-Cola,Coca-Cola 2L,1.24,500,620.0,169.38,27.32
Walgreens,1006,2024-04-13,West,California,Los Angeles,Sprite,Sprite 33cl,3.34,73,243.82,59.1,24.24
Walmart,1001,2024-04-13,South,Florida,Miami,Fanta,Fanta Orange 33cl,2.17,788,1709.96,607.38,35.52
Costco,1004,2024-04-14,Midwest,Michigan,Detroit,Powerade,Powerade Red 50cl,2.92,220,642.4,172.1,26.79
Target,1002,2024-04-14,West,Arizona,Phoenix,Diet Coke,Diet Coke 1.5L,2.71,446,1208.66,416.87,34.49
Walmart,1001,2024-04-14,South,Texas,Houston,Fanta,Fanta Orange 33cl,3.07,94,288.58,57.74,20.01
Target,1002,2024-04-14,South,Georgia,Atlanta,Diet Coke,Diet Coke 33cl,1.6,274,438.4,170.67,38.93
Kroger,1003,2024-04-14,Northeast,New York,New York City,Coca-Cola,Coca-Cola 2L,1.44,503,724.32,289.58,39.98
Walmart,1001,2024-04-14,Southeast,Virginia,Richmond,Powerade,Powerade Red 50cl,0.96,205,196.8,51.84,26.34
CVS,1005,2024-04-14,Midwest,Michigan,Detroit,Powerade,Powerade Red 50cl,1.11,383,425.13,126.43,29.74
Walgreens,1006,2024-04-15,South,Texas,Houston,Coca-Cola,Coca-Cola 1.5L,3.04,149,452.96,106.26,23.46
Kroger,1003,2024-04-15,South,Florida,Miami,Sprite,Sprite 33cl,1.48,219,324.12,115.19,35.54
CVS,1005,2024-04-15,South,Texas,Houston,Coca-Cola,Coca-Cola 2L,2.32,140,324.8,102.25,31.48
Costco,1004,2024-04-15,South,Georgia,Atlanta,Powerade,Powerade Red 50cl,2.46,110,270.6,97.33,35.97
Kroger,1003,2024-04-15,Midwest,Ohio,Columbus,Fanta,Fanta Orange 33cl,1.85,503,930.55,205.37,22.07
Kroger,1003,2024-04-15,Southeast,North Carolina,Charlotte,Sprite,Sprite 33cl,1.7,599,1018.3,271.78,26.69
Costco,1004,2024-04-15,Northeast,Pennsylvania,Philadelphia,Diet Coke,Diet Coke 33cl,1.05,562,590.1,236.1,40.01
Kroger,1003,2024-04-15,South,Georgia,Atlanta,Sprite,Sprite 1.5L,1.17,174,203.58,78.89,38.75
Target,1002,2024-04-15,Midwest,Ohio,Columbus,Sprite,Sprite 1.5L,1.42,271,384.82,92.78,24.11
Walgreens,1006,2024-04-16,Northeast,Massachusetts,Boston,Coca-Cola Zero Sugar,Coke Zero 33cl,2.17,217,470.89,138.87,29.49
Walmart,1001,2024-04-16,South,Georgia,Atlanta,Powerade,Powerade Red 50cl,1.72,698,1200.56,266.88,22.23
Walmart,1001,2024-04-16,Southeast,North Carolina,Charlotte,Coca-Cola Zero Sugar,Coke Zero 1.5L,2.85,321,914.85,206.02,22.52
Target,1002,2024-04-16,South,Georgia,Atlanta,Fanta,Fanta Orange 1.5L,1.85,509,941.65,311.97,33.13
Walgreens,1006,2024-04-16,West,Washington,Seattle,Sprite,Sprite 1.5L,2.64,355,937.2,267.66,28.56
Walgreens,1006,2024-04-16,Midwest,Illinois,Chicago,Sprite,Sprite 33cl,2.43,605,1470.15,557.04,37.89
Target,1002,2024-04-16,Northeast,Massachusetts,Boston,Fanta,Fanta Orange 1.5L,2.6,506,1315.6,511.11,38.85
Kroger,1003,2024-04-16,South,Texas,Houston,Powerade,Powerade Blue 50cl,2.56,675,1728.0,439.78,25.45
Target,1002,2024-04-16,Midwest,Ohio,Columbus,Diet Coke,Diet Coke 33cl,1.02,435,443.7,130.85,29.49
CVS,1005,2024-04-17,Northeast,Pennsylvania,Philadelphia,Diet Coke,Diet Coke 33cl,1.26,511,643.86,244.54,37.98
Kroger,1003,2024-04-17,West,Washington,Seattle,Fanta,Fanta Orange 1.5L,2.7,196,529.2,114.2,21.58
Walgreens,1006,2024-04-17,South,Texas,Houston,Coca-Cola Zero Sugar,Coke Zero 1.5L,1.8,248,446.4,172.31,38.6
Costco,1004,2024-04-17,West,Arizona,Phoenix,Sprite,Sprite 1.5L,3.47,391,1356.77,379.76,27.99
CVS,1005,2024-04-17,West,Arizona,Phoenix,Dasani Water,Dasani 1L,1.49,484,721.16,252.41,35.0
Kroger,1003,2024-04-17,Southeast,Tennessee,Nashville,Sprite,Sprite 1.5L,2.68,231,619.08,194.51,31.42
Costco,1004,2024-04-17,Midwest,Ohio,Columbus,Diet Coke,Diet Coke 1.5L,3.08,198,609.84,166.43,27.29
CVS,1005,2024-04-17,Northeast,Massachusetts,Boston,Sprite,Sprite 1.5L,2.78,365,1014.7,393.3,38.76
Target,1002,2024-04-17,West,California,Los Angeles,Dasani Water,Dasani 50cl,3.23,107,345.61,119.86,34.68
Target,1002,2024-04-17,West,California,Los Angeles,Sprite,Sprite 1.5L,3.29,273,898.17,194.09,21.61
Costco,1004,2024-04-17,Northeast,New York,New York City,Diet Coke,Diet Coke 33cl,2.32,573,1329.36,477.9,35.95
Kroger,1003,2024-04-17,Midwest,Michigan,Detroit,Fanta,Fanta Orange 33cl,1.51,190,286.9,79.41,27.68
Walgreens,1006,2024-04-18,West,Washington,Seattle,Coca-Cola,Coca-Cola 1.5L,1.29,525,677.25,205.27,30.31
Costco,1004,2024-04-18,South,Georgia,Atlanta,Sprite,Sprite 1.5L,2.74,333,912.42,208.21,22.82
Target,1002,2024-04-18,West,Arizona,Phoenix,Powerade,Powerade Red 50cl,1.5,347,520.5,187.12,35.95
CVS,1005,2024-04-18,West,Washington,Seattle,Sprite,Sprite 33cl,2.05,397,813.85,167.82,20.62
Costco,1004,2024-04-18,South,Texas,Houston,Diet Coke,Diet Coke 33cl,1.51,204,308.04,87.91,28.54
Walmart,1001,2024-04-19,South,Texas,Houston,Powerade,Powerade Red 50cl,3.15,502,1581.3,466.64,29.51
Costco,1004,2024-04-19,South,Florida,Miami,Diet Coke,Diet Coke 1.5L,0.82,304,249.28,75.81,30.41
Walmart,1001,2024-04-19,South,Florida,Miami,Powerade,Powerade Blue 50cl,2.18,740,1613.2,641.09,39.74
Walgreens,1006,2024-04-19,West,Arizona,Phoenix,Coca-Cola Zero Sugar,Coke Zero 1.5L,1.92,134,257.28,99.59,38.71
Target,1002,2024-04-19,Midwest,Ohio,Columbus,Sprite,Sprite 1.5L,3.4,520,1768.0,697.48,39.45
Walgreens,1006,2024-04-19,South,Texas,Houston,Powerade,Powerade Blue 50cl,1.92,204,391.68,155.73,39.76
Walmart,1001,2024-04-19,Midwest,Ohio,Columbus,Diet Coke,Diet Coke 1.5L,3.0,466,1398.0,584.92,41.84
CVS,1005,2024-04-19,Northeast,Pennsylvania,Philadelphia,Dasani Water,Dasani 50cl,2.24,491,1099.84,374.5,34.05
Kroger,1003,2024-04-19,Southeast,Tennessee,Nashville,Coca-Cola,Coca-Cola Classic 33cl,3.1,161,499.1,178.33,35.73
CVS,1005,2024-04-19,Northeast,Massachusetts,Boston,Powerade,Powerade Blue 50cl,2.35,245,575.75,122.87,21.34
Walmart,1001,2024-04-19,West,California,Los Angeles,Sprite,Sprite 1.5L,1.11,396,439.56,135.08,30.73
Target,1002,2024-04-20,South,Texas,Houston,Coca-Cola Zero Sugar,Coke Zero 33cl,3.49,650,2268.5,700.97,30.9
Kroger,1003,2024-04-20,Northeast,Massachusetts,Boston,Sprite,Sprite 33cl,1.29,59,76.11,31.4,41.25
Walgreens,1006,2024-04-20,Southeast,North Carolina,Charlotte,Dasani Water,Dasani 50cl,1.64,518,849.52,232.09,27.32
Target,1002,2024-04-20,West,California,Los Angeles,Diet Coke,Diet Coke 1.5L,1.01,513,518.13,159.58,30.8
Target,1002,2024-04-20,Southeast,North Carolina,Charlotte,Powerade,Powerade Red 50cl,1.03,111,114.33,27.93,24.43
Walmart,1001,2024-04-20,Southeast,North Carolina,Charlotte,Dasani Water,Dasani 1L,3.29,134,440.86,92.54,20.99
Target,1002,2024-04-20,South,Florida,Miami,Coca-Cola,Coca-Cola 1.5L,1.21,350,423.5,109.26,25.8
CVS,1005,2024-04-20,Southeast,North Carolina,Charlotte,Powerade,Powerade Red 50cl,3.09,583,1801.47,435.42,24.17
